City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,shuangcheng,45.35,126.2833,-5.18,99,100,2.4,CN,1700588386
363,kourou,5.1552,-52.6478,33.03,64,56,4.42,GF,1700588387
364,poxoreo,-15.8372,-54.3892,32.37,46,93,2.4,BR,1700588387
365,lodja,-3.4833,23.4333,25.29,71,96,1.14,CD,1700588388
366,paidha,2.4167,30.9855,16.99,90,82,1.88,UG,1700588389
367,vorkuta,67.5,64.0,-21.68,100,92,2.83,RU,1700588389
368,dunedin,-45.8742,170.5036,13.22,89,100,0.89,NZ,1700588390
369,forster,-32.1667,152.5167,20.16,100,54,1.65,AU,1700588391
370,orange cove,36.6244,-119.3137,21.01,61,0,0.0,US,1700588392
371,tazacorte,28.629,-17.9293,28.54,20,0,7.2,ES,1700588393
372,santa cruz del norte,23.1539,-81.9236,27.61,65,7,6.59,CU,1700588216
373,ebon,4.582,168.6964,28.03,79,39,5.83,MH,1700588394
374,lexington,37.9887,-84.4777,11.9,91,100,3.6,US,1700588268
375,port lincoln,-34.7333,135.8667,14.66,75,47,6.78,AU,1700588395
376,cozumel,20.5083,-86.9458,30.04,70,40,6.17,MX,1700588391
377,sault ste. marie,46.5168,-84.3333,1.31,84,100,4.12,CA,1700588396
378,ha'il,27.5219,41.6907,16.01,59,0,3.09,SA,1700588397
379,cooper's town,26.8667,-77.5167,24.44,66,21,8.43,BS,1700588398
380,serpa,37.9458,-7.5975,15.98,54,4,3.37,PT,1700588398
381,rio grande,-32.035,-52.0986,40.06,50,18,2.66,BR,1700588399
382,jamaame,0.0697,42.745,26.41,81,73,2.37,SO,1700588399
383,turkmenbasy,40.0222,52.9552,12.43,66,75,2.06,TM,1700588400
384,saint-pierre,-21.3393,55.4781,25.82,89,75,10.29,RE,1700588401
385,buala,-8.145,159.5921,26.55,86,100,2.33,SB,1700588401
386,berdigestyakh,62.0989,126.6992,-24.17,93,100,4.47,RU,1700588402
387,alice springs,-23.7,133.8833,23.75,60,92,0.0,AU,1700588402
388,kalmunai,7.4167,81.8167,25.4,90,76,2.14,LK,1700588403
389,menaka,15.9182,2.4022,29.25,15,51,1.76,ML,1700588404
390,coro,11.4045,-69.6734,28.76,74,64,3.6,VE,1700588342
391,ewo,-0.8725,14.8206,23.44,89,100,2.26,CG,1700588405
392,freetown,8.484,-13.2299,29.84,74,40,4.12,SL,1700588406
393,jeypore,18.85,82.5833,20.24,85,89,0.98,IN,1700588406
394,chernyshevsk,52.5243,117.0174,-16.04,90,84,1.41,RU,1700588407
395,casablanca,33.5928,-7.6192,20.19,68,40,2.06,MA,1700588152
396,pumiao,22.75,108.4833,14.22,76,0,1.72,CN,1700588408
397,ghauspur,28.1391,69.0831,21.89,31,0,1.06,PK,1700588409
398,beira,-19.8436,34.8389,27.05,74,20,6.69,MZ,1700588410
399,almeirim,-1.5233,-52.5817,34.62,42,45,2.34,BR,1700588410
400,olyokminsk,60.3736,120.4264,-18.24,89,100,3.26,RU,1700588411
401,dadukou,26.5479,101.7054,15.35,88,100,1.03,CN,1700588412
402,alma,48.5501,-71.6491,-1.93,68,58,2.08,CA,1700588412
403,san sebastian de la gomera,28.0916,-17.1133,28.98,22,0,2.57,ES,1700588413
404,annau,37.8876,58.516,13.72,62,75,2.06,TM,1700588413
405,roccella ionica,38.322,16.4009,19.11,74,98,4.06,IT,1700588414
406,borskoye,53.0333,51.7167,0.57,91,100,2.92,RU,1700588415
407,atafu village,-8.5421,-172.5159,28.93,76,100,7.11,TK,1700588415
408,nyurba,63.2842,118.3319,-26.93,96,95,2.65,RU,1700588416
409,portland,45.5234,-122.6762,11.56,72,75,6.17,US,1700588101
410,ascension,30.2169,-90.9001,20.0,86,100,3.6,US,1700588294
411,taulaga,-11.0553,-171.0883,27.68,76,84,8.45,AS,1700588417
412,lira,2.235,32.9097,21.46,82,100,1.56,UG,1700588418
413,tambopata,-12.7333,-69.1833,26.94,83,100,4.12,PE,1700588419
414,tomohon,1.3346,124.8392,20.52,72,9,1.32,ID,1700588419
415,ingeniero jacobacci,-41.3427,-69.5448,15.71,27,18,9.18,AR,1700588420
416,kudahuvadhoo,2.6708,72.8944,27.32,77,100,2.23,MV,1700588420
417,arvayheer,46.2639,102.775,-14.33,68,100,7.96,MN,1700588421
418,san pedro pochutla,15.7333,-96.4667,30.84,62,19,2.58,MX,1700588422
419,cidreira,-30.1811,-50.2056,24.02,73,1,4.51,BR,1700588422
420,khandyga,62.6667,135.6,-19.39,97,100,2.8,RU,1700588423
421,presidente epitacio,-21.7633,-52.1156,31.22,49,100,2.92,BR,1700588423
422,yacimiento rio turbio,-51.5732,-72.3508,6.66,50,75,6.69,AR,1700588424
423,zhanibek,49.4167,46.85,3.06,96,100,7.98,KZ,1700588425
424,port sudan,19.6175,37.2164,25.65,65,14,4.18,SD,1700588425
425,shimoda,34.6667,138.95,13.39,79,34,3.28,JP,1700588426
426,cabedelo,-6.9811,-34.8339,29.37,64,29,5.65,BR,1700588426
427,gaalkacyo,6.7697,47.4308,27.13,69,63,7.32,SO,1700588427
428,selfoss,63.9331,-20.9971,3.36,72,68,15.47,IS,1700588428
429,baruun-urt,46.6806,113.2792,-8.99,94,100,5.95,MN,1700588428
430,mirny,62.5353,113.9611,-29.87,68,97,1.79,RU,1700588429
431,old town,50.087,14.4202,6.65,89,75,5.36,CZ,1700588429
432,acarau,-2.8856,-40.12,27.82,80,32,10.33,BR,1700588430
433,al ghayzah,16.2079,52.176,26.33,67,86,2.79,YE,1700588431
434,xichang,27.8964,102.2634,12.6,86,100,0.84,CN,1700588431
435,schwerin,53.6294,11.4132,4.28,88,94,0.45,DE,1700588432
436,hami,42.8,93.45,1.25,41,1,4.52,CN,1700588432
437,bengkulu,-3.8004,102.2655,23.94,92,84,1.19,ID,1700588433
438,bouarfa,32.53,-1.95,14.94,22,58,4.14,MA,1700588434
439,tangalle,6.024,80.7911,25.87,86,100,1.17,LK,1700588434
440,mazar-e sharif,36.709,67.1109,18.75,21,56,0.78,AF,1700588435
441,bechem,7.0903,-2.025,27.38,57,61,0.49,GH,1700588435
442,natal,-5.795,-35.2094,30.12,66,75,7.2,BR,1700588436
443,reggane,26.7158,0.1714,21.97,21,72,3.44,DZ,1700588437
444,aksu,41.1231,80.2644,3.81,34,1,0.45,CN,1700588437
445,sandnessjoen,66.0217,12.6316,-0.88,59,0,6.17,NO,1700588438
446,kosh-agach,50.0,88.6667,-21.93,100,99,1.6,RU,1700588438
447,alofi,-19.0595,-169.9187,24.54,70,11,7.35,NU,1700588439
448,tevriz,57.509,72.4042,-7.11,71,100,5.24,RU,1700588440
449,daru,-9.0763,143.2092,26.92,85,59,3.95,PG,1700588440
450,waddan,29.1614,16.139,19.37,39,1,2.57,LY,1700588441
451,berezna,51.5716,31.7846,-4.49,61,29,2.21,UA,1700588441
452,la libertad,-2.2333,-80.9,27.81,69,40,4.63,EC,1700588442
453,camacupa,-12.0167,17.4833,18.6,92,83,2.05,AO,1700588442
454,dunay,42.8803,132.3375,2.62,82,96,4.73,RU,1700588443
455,santa cruz,-17.8,-63.1667,28.7,69,75,8.75,BO,1700588444
456,kupang,-10.1667,123.5833,26.32,73,59,2.57,ID,1700588444
457,porbandar,21.6422,69.6093,26.63,53,0,4.51,IN,1700588445
458,broome,42.2506,-75.833,1.83,85,100,6.69,US,1700588445
459,oxford,51.7522,-1.256,9.86,85,75,4.63,GB,1700588334
460,brigantine,39.4101,-74.3646,10.01,75,100,7.2,US,1700588447
461,ixtapa-zihuatanejo,17.6333,-101.55,33.05,62,0,3.6,MX,1700588447
462,novodvinsk,64.4165,40.8122,-12.34,99,91,1.0,RU,1700588448
463,hrubieszow,50.805,23.8925,3.09,93,100,4.4,PL,1700588448
464,kill devil hills,36.0307,-75.676,18.01,73,100,6.17,US,1700588449
465,balabac,7.9868,117.0645,27.9,82,100,6.72,PH,1700588450
466,shakawe,-18.3667,21.85,29.46,32,59,3.28,BW,1700588450
467,manga,11.6636,-1.0731,31.29,18,47,1.79,BF,1700588451
468,dawson creek,55.7666,-120.2362,-3.2,74,0,5.14,CA,1700588452
469,polyarnyy,69.1989,33.4478,-11.37,97,84,4.49,RU,1700588452
470,san patricio,28.017,-97.5169,18.42,50,100,9.63,US,1700588453
471,khoni,42.3226,42.4206,7.55,93,100,5.14,GE,1700588453
472,taoudenni,22.6783,-3.9836,27.31,14,82,3.6,ML,1700588454
473,saint-francois,46.4154,3.9054,8.69,93,40,2.57,FR,1700588455
474,malax,62.9423,21.5731,-5.63,99,100,0.51,FI,1700588455
475,coahuayana de hidalgo,18.7,-103.6583,30.81,60,100,2.44,MX,1700588456
476,rurrenabaque,-14.4413,-67.5278,28.83,83,75,4.63,BO,1700588456
477,susuman,62.7833,148.1667,-33.84,87,69,1.01,RU,1700588457
478,libenge,3.65,18.6333,23.23,94,76,1.01,CD,1700588457
479,linxia chengguanzhen,35.6003,103.2064,2.01,47,0,0.82,CN,1700588458
480,tidjikja,18.5564,-11.4271,28.03,10,97,5.15,MR,1700588459
481,aswan,24.0934,32.907,23.61,33,0,3.6,EG,1700588459
482,selma,36.5708,-119.6121,21.24,82,0,0.0,US,1700588427
483,stiens,53.2623,5.7577,7.99,89,75,3.09,NL,1700588460
484,bejar,40.3864,-5.7634,5.29,67,14,5.7,ES,1700588461
485,glace bay,46.1969,-59.957,2.72,64,75,8.75,CA,1700588462
486,arica,-18.475,-70.3042,26.75,53,0,6.69,CL,1700588462
487,hamilton,39.1834,-84.5333,11.29,95,100,2.57,US,1700588039
488,alaghsas,17.0187,8.0168,28.94,18,49,2.06,NE,1700588464
489,grenaa,56.4158,10.8783,2.0,68,87,5.17,DK,1700588464
490,somerset,40.5668,-74.5496,8.45,67,100,3.09,US,1700588465
491,the pas,53.8251,-101.2541,-6.99,58,100,6.69,CA,1700588466
492,lucelia,-21.7203,-51.0189,34.64,36,91,3.4,BR,1700588467
493,keflavik,64.0049,-22.5624,4.24,70,75,18.01,IS,1700588468
494,nueva palestina,15.8,-92.75,27.69,54,13,2.23,MX,1700588468
495,sa'dah,16.9402,43.7639,22.39,44,97,6.15,YE,1700588469
496,pavilosta,56.8879,21.1859,-1.05,77,52,7.19,LV,1700588470
497,atar,20.5169,-13.0499,31.15,11,98,5.05,MR,1700588471
498,ola,59.5833,151.2833,-18.31,78,18,5.21,RU,1700588472
499,akhmet'a,42.0311,45.2075,5.29,76,83,4.85,GE,1700588473
500,barcelos,41.5388,-8.6151,13.29,73,40,3.49,PT,1700588190
501,aktau,43.65,51.2,7.32,68,100,17.76,KZ,1700588475
502,qaqortoq,60.7167,-46.0333,-7.8,92,94,2.53,GL,1700588475
503,midland,31.9974,-102.0779,11.37,47,0,9.77,US,1700588195
504,quartu sant'elena,39.2419,9.1839,16.15,75,40,4.63,IT,1700588477
505,inarajan village,13.2736,144.7484,27.08,95,47,7.72,GU,1700588478
506,nemuro,43.3236,145.575,9.15,76,20,8.18,JP,1700588478
507,tual,-5.6667,132.75,28.23,81,100,6.54,ID,1700588479
508,saint-philippe,-21.3585,55.7679,25.77,89,36,5.23,RE,1700588480
509,uliastay,47.7417,96.8444,-22.9,79,5,3.01,MN,1700588480
510,yakeshi,49.2833,120.7333,-11.69,87,100,1.77,CN,1700588481
511,queenstown,-31.8976,26.8753,22.19,45,73,1.52,ZA,1700588363
512,bathsheba,13.2167,-59.5167,29.34,70,20,6.17,BB,1700588483
513,launceston,-41.45,147.1667,13.8,82,75,5.14,AU,1700588484
514,yurga,55.7231,84.8861,-14.1,91,62,1.89,RU,1700588485
515,mawlamyinegyunn,16.3833,95.2667,23.84,86,52,2.4,MM,1700588485
516,amos,48.5669,-78.1162,-2.07,65,100,4.46,CA,1700588486
517,aldinga beach,-35.2793,138.4604,15.25,81,31,8.71,AU,1700588487
518,pangai,-19.8,-174.35,26.06,73,20,5.14,TO,1700588488
519,george town,5.4112,100.3354,26.96,84,20,2.57,MY,1700588489
520,puerto leguizamo,-0.1934,-74.7819,34.61,44,88,3.02,CO,1700588489
521,odda,60.0691,6.5457,-1.97,94,91,2.62,NO,1700588490
522,rondonopolis,-16.4708,-54.6356,31.99,48,97,2.0,BR,1700588491
523,taroa,8.7058,171.2275,27.72,77,75,8.69,MH,1700588492
524,mazagao,-0.115,-51.2894,35.03,51,100,2.22,BR,1700588492
525,machico,32.7,-16.7667,22.78,78,40,3.6,PT,1700588493
526,kolpny,52.2282,37.0368,-5.66,64,3,4.22,RU,1700588499
527,salacgriva,57.7536,24.3581,-1.22,83,91,7.21,LV,1700588500
528,rongelap,11.1635,166.8941,27.67,60,84,8.87,MH,1700588501
529,nishinoomote,30.7333,131.0,20.39,59,93,3.45,JP,1700588502
530,funafuti,-8.5243,179.1942,29.0,84,20,3.6,TV,1700588503
531,katpur,21.05,71.7833,26.9,40,0,2.41,IN,1700588503
532,verkhnevilyuysk,63.4453,120.3167,-29.15,96,98,2.75,RU,1700588504
533,patacamaya,-17.2333,-67.9167,19.07,24,52,1.21,BO,1700588505
534,bad doberan,54.1071,11.9005,5.0,82,100,8.81,DE,1700588506
535,sao miguel do iguacu,-25.3481,-54.2378,30.69,43,86,3.16,BR,1700588461
536,qarazhal,48.0078,70.7903,2.23,27,52,9.35,KZ,1700588507
537,hilo,19.7297,-155.09,25.16,73,100,2.06,US,1700588304
538,krasnokholmskiy,55.9873,55.0466,-2.09,93,100,3.06,RU,1700588508
539,pamandzi,-12.7967,45.2794,28.88,74,0,2.57,YT,1700588509
540,vinnytsia,49.2328,28.481,0.59,98,100,2.56,UA,1700588344
541,shache,38.4167,77.2406,4.28,26,0,2.05,CN,1700588511
542,tateyama,34.9833,139.8667,18.77,71,87,4.12,JP,1700588511
543,aykhal,66.0,111.5,-29.69,100,89,1.69,RU,1700588512
544,mindelo,16.8901,-24.9804,27.75,65,75,3.6,CV,1700588513
545,kargasok,59.0556,80.8572,-10.58,91,100,2.68,RU,1700588513
546,zaozersk,69.4005,32.4476,-13.12,92,87,2.72,RU,1700588514
547,ulladulla,-35.35,150.4667,17.09,96,69,0.75,AU,1700588514
548,dire dawa,9.5931,41.8661,22.59,76,88,2.18,ET,1700588515
549,borogontsy,62.6683,131.1683,-24.0,95,100,3.74,RU,1700588515
550,korla,41.7597,86.1469,6.57,45,85,1.43,CN,1700588516
551,danane,7.2596,-8.155,26.3,62,47,0.71,CI,1700588517
552,kansk,56.2017,95.7175,-15.54,85,23,3.97,RU,1700588465
553,poso,-1.3959,120.7524,27.54,71,61,2.44,ID,1700588518
554,aquidauana,-20.4711,-55.7872,35.83,37,94,3.23,BR,1700588518
555,kiama,-34.6833,150.8667,18.65,89,51,0.89,AU,1700588519
556,eenhana,-17.4667,16.3333,29.37,23,90,3.01,NA,1700588520
557,lompoc,34.6391,-120.4579,22.74,57,0,3.09,US,1700588521
558,mega,4.05,38.3,18.9,69,92,5.08,ET,1700588522
559,tabora,-5.0167,32.8,28.88,39,40,0.0,TZ,1700588523
560,argo,37.6333,22.7333,12.66,75,99,2.69,GR,1700588524
561,atbasar,51.8,68.3333,-2.42,55,100,9.08,KZ,1700588524
562,matthew town,20.95,-73.6667,28.01,66,6,8.93,BS,1700588525
563,sosnovka,56.255,51.2842,-1.67,95,100,3.74,RU,1700588526
564,luderitz,-26.6481,15.1594,15.56,97,94,3.52,NA,1700588527
565,kavaratti,10.5669,72.642,28.89,71,17,3.55,IN,1700588528
566,shingu,33.7333,135.9833,10.56,87,0,1.97,JP,1700588529
567,green river,41.5286,-109.4662,2.33,58,4,0.89,US,1700588529
568,sredniy,52.89,103.5,-15.8,76,72,4.77,RU,1700588530
569,ndjole,-0.1783,10.7649,25.11,93,95,1.19,GA,1700588532
570,maridi,4.9158,29.4742,23.18,78,100,1.33,SS,1700588533
571,dakhla,23.6848,-15.958,24.01,57,99,5.66,EH,1700588533
572,agadez,19.75,10.25,22.47,23,10,3.23,NE,1700588534
573,lensk,60.7253,114.9278,-18.95,93,100,3.09,RU,1700588535
574,great falls,47.5002,-111.3008,9.82,32,0,9.26,US,1700588474
575,zahedan,29.4963,60.8629,17.95,48,0,6.17,IR,1700588464
576,bodo,67.28,14.405,-5.03,76,0,6.69,NO,1700588537
577,charters towers,-20.1,146.2667,22.23,85,100,2.08,AU,1700588538
578,saudarkrokur,65.7461,-19.6394,2.12,77,82,17.77,IS,1700588539
579,sorong,-0.8833,131.25,26.32,87,100,1.88,ID,1700588539
580,sakakah,29.9697,40.2064,15.76,48,0,1.94,SA,1700588540
581,douglas,41.3,-96.167,5.04,58,0,10.29,US,1700588541
582,pakxan,18.3778,103.6601,20.52,87,64,1.16,LA,1700588542
583,yazoo city,32.8551,-90.4056,13.28,84,100,4.91,US,1700588543
584,hassi messaoud,31.6804,6.0729,21.92,28,34,2.57,DZ,1700588543
585,timimoun,29.2639,0.231,24.21,19,0,1.54,DZ,1700588544
586,contai,21.7786,87.7536,22.12,53,0,1.43,IN,1700588545
587,tikamgarh,24.745,78.8333,19.05,49,1,0.88,IN,1700588546
588,taksimo,56.3444,114.8794,-20.24,85,79,1.03,RU,1700588547
589,moose jaw,50.4001,-105.5344,-0.85,55,75,5.66,CA,1700588548
